amount_paise,amount_log1p,payment_method,is_international,card_network,card_type,issuer,card_sub_type,payment_hour_utc,payment_day_of_week,outcome
3553,8.175829,netbanking,0,unknown,unknown,unknown,unknown,6,6,0
3425,8.139149,pay_later,0,unknown,unknown,unknown,unknown,19,0,0
8634,9.063579,upi,0,unknown,unknown,unknown,unknown,3,1,0
1572,7.36074,card,0,mastercard,debit,hdfc,consumer,11,3,0
19174,9.861363,upi,0,unknown,unknown,unknown,unknown,0,0,0
662,6.496775,emi,0,unknown,unknown,unknown,unknown,21,3,0
250,5.525453,netbanking,0,unknown,unknown,unknown,unknown,19,6,0
8338,9.028699,pay_later,0,unknown,unknown,unknown,unknown,18,5,0
4177,8.337588,card,0,rupay,debit,sbi,consumer,22,3,0
65484,11.089576,card,0,visa,credit,icici,consumer,4,5,1
6836,8.830104,upi,0,unknown,unknown,unknown,unknown,11,5,0
1498,7.312553,upi,0,unknown,unknown,unknown,unknown,6,3,0
5893,8.68169,upi,0,unknown,unknown,unknown,unknown,13,6,0
8212,9.013474,emi,0,unknown,unknown,unknown,unknown,1,6,0
1414,7.254885,card,0,visa,credit,hdfc,consumer,23,4,0
612,6.418365,pay_later,0,unknown,unknown,unknown,unknown,12,3,0
14271,9.566055,card,1,mastercard,prepaid,axis,consumer,11,6,0
19154,9.860319,upi,0,unknown,unknown,unknown,unknown,16,3,0
2096,7.648263,emi,0,unknown,unknown,unknown,unknown,14,4,0
1234,7.118826,wallet,0,unknown,unknown,unknown,unknown,0,0,0
1597,7.376508,netbanking,0,unknown,unknown,unknown,unknown,8,6,0
3099,8.039157,upi,0,unknown,unknown,unknown,unknown,7,6,0
658,6.490724,card,0,visa,credit,sbi,consumer,6,3,0
2040,7.621195,pay_later,0,unknown,unknown,unknown,unknown,21,0,0
1673,7.422971,upi,0,unknown,unknown,unknown,unknown,2,5,0
7828,8.96559,upi,0,unknown,unknown,unknown,unknown,18,2,0
8353,9.030496,netbanking,0,unknown,unknown,unknown,unknown,19,2,0
7151,8.875147,card,0,amex,debit,rbl,consumer,6,0,0
1191,7.083388,card,0,mastercard,credit,rbl,consumer,22,2,0
3277,8.094989,upi,0,unknown,unknown,unknown,unknown,1,4,0
3857,8.257904,card,0,visa,debit,yes_bank,consumer,17,0,0
1630,7.396949,card,0,visa,debit,sbi,consumer,0,0,0
21311,9.967026,wallet,0,unknown,unknown,unknown,unknown,8,5,0
2531,7.836765,card,0,visa,credit,axis,consumer,16,5,0
2447,7.803027,emi,0,unknown,unknown,unknown,unknown,14,4,0
3332,8.111628,card,0,visa,prepaid,indusind,consumer,1,4,0
5853,8.67488,card,0,mastercard,debit,rbl,consumer,9,0,0
7595,8.935377,card,0,mastercard,debit,icici,consumer,14,5,0
8043,8.992682,upi,0,unknown,unknown,unknown,unknown,19,2,0
12992,9.472166,upi,0,unknown,unknown,unknown,unknown,1,5,0
2564,7.849714,card,1,visa,debit,rbl,consumer,10,2,0
1264,7.142827,card,0,mastercard,debit,hdfc,business,3,1,0
10153,9.225623,card,0,mastercard,credit,axis,consumer,16,4,0
121395,11.706813,emi,0,unknown,unknown,unknown,unknown,11,5,1
12344,9.421006,card,0,visa,debit,hdfc,consumer,12,0,0
4948,8.506941,upi,0,unknown,unknown,unknown,unknown,4,3,0
6235,8.738094,card,0,visa,debit,icici,consumer,14,2,0
1069,6.975414,wallet,0,unknown,unknown,unknown,unknown,22,2,0
52866,10.875535,wallet,0,unknown,unknown,unknown,unknown,22,0,0
2218,7.704812,upi,0,unknown,unknown,unknown,unknown,17,5,0
51032,10.840228,card,0,rupay,credit,sbi,consumer,6,6,1
1385,7.234177,upi,0,unknown,unknown,unknown,unknown,8,1,0
1721,7.451242,netbanking,0,unknown,unknown,unknown,unknown,19,0,0
6752,8.817742,upi,0,unknown,unknown,unknown,unknown,17,1,0
877,6.777647,card,1,visa,credit,hdfc,consumer,2,1,0
1190,7.082549,upi,0,unknown,unknown,unknown,unknown,7,6,0
6110,8.717846,card,0,visa,debit,yes_bank,consumer,11,2,0
2707,7.903966,netbanking,0,unknown,unknown,unknown,unknown,3,6,0
9014,9.106645,card,0,amex,credit,yes_bank,consumer,1,5,0
505,6.226537,wallet,0,unknown,unknown,unknown,unknown,0,2,0
1825,7.509883,netbanking,0,unknown,unknown,unknown,unknown,18,5,0
2203,7.698029,netbanking,0,unknown,unknown,unknown,unknown,11,2,0
395,5.981414,card,0,rupay,prepaid,rbl,consumer,7,5,0
2268,7.727094,upi,0,unknown,unknown,unknown,unknown,0,3,0
16003,9.680594,upi,0,unknown,unknown,unknown,unknown,16,2,0
2276,7.730614,card,0,rupay,debit,hdfc,consumer,8,0,0
10026,9.213037,wallet,0,unknown,unknown,unknown,unknown,2,3,0
2424,7.793587,netbanking,0,unknown,unknown,unknown,unknown,0,5,0
2294,7.738488,upi,0,unknown,unknown,unknown,unknown,2,0,0
2424,7.793587,wallet,0,unknown,unknown,unknown,unknown,1,6,0
5317,8.578853,emi,0,unknown,unknown,unknown,unknown,9,5,0
3286,8.097731,card,0,visa,debit,yes_bank,business,23,4,0
11518,9.351753,pay_later,0,unknown,unknown,unknown,unknown,12,5,0
1900,7.550135,card,0,visa,prepaid,axis,business,0,4,0
13697,9.525005,card,0,mastercard,credit,kotak_mahindra,business,19,0,0
558,6.326149,card,0,visa,debit,rbl,consumer,0,6,0
4484,8.408494,upi,0,unknown,unknown,unknown,unknown,18,6,0
11145,9.318836,upi,0,unknown,unknown,unknown,unknown,4,5,0
1200,7.09091,upi,0,unknown,unknown,unknown,unknown,19,4,0
1757,7.471932,upi,0,unknown,unknown,unknown,unknown,1,4,0
490,6.196444,card,0,rupay,debit,hdfc,consumer,0,0,0
477,6.169611,upi,0,unknown,unknown,unknown,unknown,4,4,0
402,5.998937,upi,0,unknown,unknown,unknown,unknown,18,6,0
1715,7.447751,netbanking,0,unknown,unknown,unknown,unknown,10,4,0
11150,9.319284,netbanking,0,unknown,unknown,unknown,unknown,4,2,1
1640,7.403061,card,1,rupay,debit,axis,consumer,22,2,0
586,6.375025,card,0,visa,credit,kotak_mahindra,consumer,0,6,0
6026,8.704005,upi,0,unknown,unknown,unknown,unknown,7,6,0
22871,10.037669,netbanking,0,unknown,unknown,unknown,unknown,7,5,0
9804,9.190648,upi,0,unknown,unknown,unknown,unknown,19,1,0
2526,7.834788,upi,0,unknown,unknown,unknown,unknown,23,6,0
4357,8.379769,pay_later,0,unknown,unknown,unknown,unknown,12,1,0
850,6.746412,netbanking,0,unknown,unknown,unknown,unknown,4,2,0
3094,8.037543,card,0,rupay,credit,sbi,consumer,1,2,0
1828,7.511525,card,0,mastercard,credit,axis,consumer,23,1,0
4129,8.326033,card,0,mastercard,debit,rbl,business,11,6,1
1870,7.534228,pay_later,0,unknown,unknown,unknown,unknown,4,3,0
1214,7.102499,upi,0,unknown,unknown,unknown,unknown,19,6,0
5517,8.615771,upi,0,unknown,unknown,unknown,unknown,5,6,0
766,6.642487,netbanking,0,unknown,unknown,unknown,unknown,23,6,0
53669,10.890609,emi,0,unknown,unknown,unknown,unknown,11,4,0
2407,7.786552,upi,0,unknown,unknown,unknown,unknown,16,6,0
11568,9.356084,emi,0,unknown,unknown,unknown,unknown,8,2,0
3729,8.224164,upi,0,unknown,unknown,unknown,unknown,16,1,0
898,6.801283,upi,0,unknown,unknown,unknown,unknown,12,5,0
932,6.838405,card,0,visa,debit,sbi,consumer,12,3,0
7747,8.95519,wallet,0,unknown,unknown,unknown,unknown,8,0,0
6484,8.777247,card,0,mastercard,credit,rbl,consumer,2,4,0
12822,9.458996,card,1,mastercard,debit,sbi,consumer,6,4,0
3267,8.091933,card,0,mastercard,credit,sbi,consumer,18,1,0
10377,9.247443,upi,0,unknown,unknown,unknown,unknown,22,0,0
451,6.113682,upi,0,unknown,unknown,unknown,unknown,16,2,0
16897,9.734951,card,0,visa,credit,sbi,consumer,10,1,0
2371,7.771489,netbanking,0,unknown,unknown,unknown,unknown,18,4,0
5786,8.663369,upi,0,unknown,unknown,unknown,unknown,2,5,0
9333,9.141419,card,0,mastercard,debit,hdfc,consumer,23,6,0
2035,7.618742,netbanking,0,unknown,unknown,unknown,unknown,4,0,0
3475,8.153637,card,0,mastercard,credit,axis,consumer,8,5,1
279,5.63479,netbanking,0,unknown,unknown,unknown,unknown,21,6,0
7099,8.86785,card,1,mastercard,debit,sbi,consumer,14,5,0
6256,8.741456,wallet,0,unknown,unknown,unknown,unknown,12,5,0
2897,7.971776,upi,0,unknown,unknown,unknown,unknown,2,4,0
7065,8.86305,card,0,rupay,debit,kotak_mahindra,consumer,22,3,0
10039,9.214332,upi,0,unknown,unknown,unknown,unknown,5,4,0
15392,9.641668,wallet,0,unknown,unknown,unknown,unknown,13,3,0
17981,9.797127,upi,0,unknown,unknown,unknown,unknown,21,6,0
18910,9.847499,card,0,rupay,credit,rbl,consumer,6,0,0
7791,8.960853,card,0,mastercard,credit,hdfc,consumer,8,1,0
16557,9.714625,wallet,0,unknown,unknown,unknown,unknown,21,1,0
1673,7.422971,emi,0,unknown,unknown,unknown,unknown,22,4,0
5229,8.562167,upi,0,unknown,unknown,unknown,unknown,14,1,0
6257,8.741616,upi,0,unknown,unknown,unknown,unknown,21,5,0
253,5.537334,card,0,rupay,debit,hdfc,consumer,20,6,0
4189,8.340456,upi,0,unknown,unknown,unknown,unknown,2,3,0
1242,7.125283,netbanking,0,unknown,unknown,unknown,unknown,18,2,0
79272,11.280653,netbanking,0,unknown,unknown,unknown,unknown,5,1,1
2176,7.685703,upi,0,unknown,unknown,unknown,unknown,14,2,0
11744,9.371183,upi,0,unknown,unknown,unknown,unknown,7,6,0
549,6.309918,upi,0,unknown,unknown,unknown,unknown,20,4,0
4361,8.380686,wallet,0,unknown,unknown,unknown,unknown,17,2,0
6783,8.822322,card,0,visa,debit,yes_bank,consumer,16,4,0
6683,8.807472,upi,0,unknown,unknown,unknown,unknown,13,3,0
9515,9.16073,upi,0,unknown,unknown,unknown,unknown,2,3,0
3253,8.08764,pay_later,0,unknown,unknown,unknown,unknown,22,4,0
1453,7.282074,wallet,0,unknown,unknown,unknown,unknown,16,6,0
4880,8.493105,card,0,visa,credit,indusind,consumer,19,5,0
1457,7.284821,upi,0,unknown,unknown,unknown,unknown,22,3,0
9698,9.179778,upi,0,unknown,unknown,unknown,unknown,4,1,0
6371,8.759669,upi,0,unknown,unknown,unknown,unknown,23,2,0
2549,7.843849,card,0,mastercard,debit,yes_bank,consumer,20,0,0
2921,7.980024,upi,1,unknown,unknown,unknown,unknown,22,1,0
4699,8.455318,upi,0,unknown,unknown,unknown,unknown,4,3,0
1425,7.262629,emi,0,unknown,unknown,unknown,unknown,8,4,0
726,6.588926,upi,0,unknown,unknown,unknown,unknown,8,2,0
1345,7.204893,emi,0,unknown,unknown,unknown,unknown,4,6,0
1698,7.437795,netbanking,0,unknown,unknown,unknown,unknown,12,1,0
4282,8.362409,upi,0,unknown,unknown,unknown,unknown,6,0,0
2387,7.778211,upi,0,unknown,unknown,unknown,unknown,23,1,0
771,6.648985,upi,0,unknown,unknown,unknown,unknown,1,6,0
4522,8.416931,upi,0,unknown,unknown,unknown,unknown,9,2,0
769,6.646391,card,0,visa,credit,hdfc,consumer,20,1,0
8687,9.069698,upi,1,unknown,unknown,unknown,unknown,18,6,0
1841,7.518607,upi,0,unknown,unknown,unknown,unknown,9,5,0
1636,7.400621,upi,0,unknown,unknown,unknown,unknown,0,4,0
618,6.428105,pay_later,0,unknown,unknown,unknown,unknown,7,6,0
2211,7.701652,upi,0,unknown,unknown,unknown,unknown,20,2,0
2314,7.747165,card,0,rupay,debit,sbi,consumer,9,4,0
27225,10.211928,upi,0,unknown,unknown,unknown,unknown,20,0,0
8993,9.104313,upi,0,unknown,unknown,unknown,unknown,13,1,0
538,6.289716,card,0,visa,credit,indusind,consumer,12,1,0
6716,8.812397,upi,0,unknown,unknown,unknown,unknown,10,2,0
4651,8.445053,card,0,visa,credit,kotak_mahindra,consumer,3,6,0
1332,7.195187,card,0,visa,credit,axis,consumer,2,1,0
999,6.907755,card,0,rupay,debit,axis,consumer,4,3,0
229,5.438079,wallet,0,unknown,unknown,unknown,unknown,5,3,0
2427,7.794823,wallet,0,unknown,unknown,unknown,unknown,5,2,0
4573,8.428143,card,0,mastercard,credit,rbl,consumer,4,1,0
2371,7.771489,card,0,mastercard,debit,hdfc,consumer,20,5,0
8360,9.031333,card,1,rupay,debit,hdfc,consumer,18,3,0
1888,7.543803,netbanking,0,unknown,unknown,unknown,unknown,5,1,0
4251,8.355145,wallet,0,unknown,unknown,unknown,unknown,16,3,0
3959,8.283999,pay_later,0,unknown,unknown,unknown,unknown,3,6,0
1314,7.181592,card,0,rupay,prepaid,kotak_mahindra,consumer,3,0,0
5017,8.520787,card,0,visa,debit,rbl,consumer,10,2,0
4071,8.31189,upi,0,unknown,unknown,unknown,unknown,5,6,0
2649,7.882315,upi,0,unknown,unknown,unknown,unknown,13,3,0
7055,8.861634,upi,0,unknown,unknown,unknown,unknown,8,6,0
2443,7.801391,upi,0,unknown,unknown,unknown,unknown,19,1,0
11338,9.336003,upi,0,unknown,unknown,unknown,unknown,10,5,0
4540,8.420903,netbanking,0,unknown,unknown,unknown,unknown,23,6,0
1563,7.355002,card,0,mastercard,credit,axis,consumer,11,4,0
17299,9.758462,upi,0,unknown,unknown,unknown,unknown,22,3,0
25213,10.135155,card,0,mastercard,debit,sbi,consumer,4,2,0
4534,8.41958,upi,0,unknown,unknown,unknown,unknown,1,6,0
23372,10.059337,card,0,mastercard,credit,hdfc,consumer,15,4,0
3703,8.217169,card,0,visa,credit,sbi,consumer,11,2,0
2679,7.893572,netbanking,0,unknown,unknown,unknown,unknown,12,1,0
923,6.828712,upi,0,unknown,unknown,unknown,unknown,2,3,0
3020,8.013343,netbanking,0,unknown,unknown,unknown,unknown,21,5,0
26386,10.180627,upi,0,unknown,unknown,unknown,unknown,15,6,0
7806,8.962776,card,1,mastercard,credit,yes_bank,consumer,13,3,0
32007,10.373741,netbanking,0,unknown,unknown,unknown,unknown,8,6,0
1394,7.24065,upi,0,unknown,unknown,unknown,unknown,12,6,0
1863,7.53048,netbanking,0,unknown,unknown,unknown,unknown,23,5,0
140,4.94876,card,0,mastercard,debit,kotak_mahindra,consumer,5,0,0
14722,9.597166,upi,0,unknown,unknown,unknown,unknown,10,1,0
10932,9.299541,card,1,visa,credit,yes_bank,consumer,15,0,1
5094,8.536015,netbanking,0,unknown,unknown,unknown,unknown,21,5,0
3954,8.282736,netbanking,0,unknown,unknown,unknown,unknown,9,4,0
1790,7.490529,upi,0,unknown,unknown,unknown,unknown,9,4,0
5005,8.518392,netbanking,0,unknown,unknown,unknown,unknown,18,3,1
898,6.801283,card,0,rupay,debit,rbl,consumer,2,0,1
1488,7.30586,card,0,visa,prepaid,sbi,business,19,1,0
28460,10.25629,card,0,rupay,prepaid,kotak_mahindra,consumer,6,5,0
429,6.063785,upi,0,unknown,unknown,unknown,unknown,3,2,0
7536,8.92758,upi,0,unknown,unknown,unknown,unknown,5,0,0
7656,8.943376,upi,0,unknown,unknown,unknown,unknown,21,5,0
1488,7.30586,wallet,0,unknown,unknown,unknown,unknown,3,1,0
4149,8.330864,card,1,mastercard,debit,kotak_mahindra,consumer,4,0,1
1046,6.953684,upi,0,unknown,unknown,unknown,unknown,16,0,0
2162,7.679251,upi,0,unknown,unknown,unknown,unknown,19,6,0
1052,6.959399,wallet,0,unknown,unknown,unknown,unknown,15,2,0
1087,6.992096,upi,0,unknown,unknown,unknown,unknown,2,2,0
1577,7.363914,pay_later,0,unknown,unknown,unknown,unknown,12,2,0
12771,9.455011,card,0,mastercard,debit,icici,consumer,21,5,0
964,6.872128,card,0,mastercard,debit,axis,consumer,21,5,0
2064,7.632886,upi,0,unknown,unknown,unknown,unknown,0,4,0
28337,10.251959,netbanking,0,unknown,unknown,unknown,unknown,21,1,1
3234,8.081784,card,0,visa,credit,yes_bank,consumer,6,3,0
4672,8.449557,upi,0,unknown,unknown,unknown,unknown,16,0,0
9241,9.131514,card,0,rupay,debit,rbl,consumer,5,4,0
19029,9.853772,upi,0,unknown,unknown,unknown,unknown,20,4,0
2634,7.876638,upi,1,unknown,unknown,unknown,unknown,23,4,0
1795,7.493317,wallet,0,unknown,unknown,unknown,unknown,15,6,0
1825,7.509883,card,1,mastercard,debit,kotak_mahindra,consumer,2,2,0
5387,8.59193,pay_later,0,unknown,unknown,unknown,unknown,23,4,0
2085,7.643004,upi,0,unknown,unknown,unknown,unknown,18,5,0
2685,7.895808,card,0,mastercard,credit,yes_bank,consumer,17,6,0
8025,8.990442,wallet,0,unknown,unknown,unknown,unknown,15,2,0
18382,9.819182,upi,0,unknown,unknown,unknown,unknown,2,3,1
26078,10.168886,netbanking,0,unknown,unknown,unknown,unknown,0,2,1
5690,8.646641,upi,0,unknown,unknown,unknown,unknown,12,4,0
2959,7.992945,netbanking,0,unknown,unknown,unknown,unknown,16,1,0
7067,8.863333,card,0,visa,credit,sbi,consumer,15,4,0
4380,8.385032,emi,0,unknown,unknown,unknown,unknown,7,2,0
7321,8.898639,card,0,visa,debit,icici,consumer,18,2,0
8733,9.074979,upi,0,unknown,unknown,unknown,unknown,20,6,0
30801,10.335335,upi,0,unknown,unknown,unknown,unknown,1,3,1
5790,8.66406,upi,0,unknown,unknown,unknown,unknown,13,0,0
1483,7.302496,upi,0,unknown,unknown,unknown,unknown,2,2,0
3364,8.121183,card,0,visa,prepaid,axis,consumer,9,5,0
3220,8.077447,netbanking,0,unknown,unknown,unknown,unknown,15,4,0
6014,8.702012,card,0,visa,credit,indusind,consumer,15,4,0
1517,7.325149,upi,0,unknown,unknown,unknown,unknown,23,0,0
17323,9.759848,card,0,visa,debit,kotak_mahindra,consumer,18,1,0
204,5.32301,emi,0,unknown,unknown,unknown,unknown,10,3,0
984,6.892642,netbanking,0,unknown,unknown,unknown,unknown,21,3,0
14296,9.567805,wallet,0,unknown,unknown,unknown,unknown,9,3,0
5223,8.561019,card,0,visa,credit,icici,consumer,7,4,0
1489,7.306531,upi,0,unknown,unknown,unknown,unknown,18,4,0
1091,6.995766,card,0,visa,credit,hdfc,consumer,21,6,0
4074,8.312626,upi,0,unknown,unknown,unknown,unknown,17,5,0
2933,7.984122,card,0,visa,prepaid,axis,business,14,6,1
48934,10.798248,upi,0,unknown,unknown,unknown,unknown,10,4,0
9014,9.106645,upi,0,unknown,unknown,unknown,unknown,10,1,0
2084,7.642524,upi,0,unknown,unknown,unknown,unknown,5,1,0
568,6.34388,upi,1,unknown,unknown,unknown,unknown,0,1,0
4992,8.515792,card,0,visa,debit,axis,business,7,0,0
10503,9.259511,card,0,rupay,credit,yes_bank,consumer,3,3,1
10700,9.278092,netbanking,0,unknown,unknown,unknown,unknown,19,5,0
1160,7.057037,upi,0,unknown,unknown,unknown,unknown,12,4,0
2461,7.808729,wallet,0,unknown,unknown,unknown,unknown,22,3,0
731,6.595781,card,0,visa,credit,kotak_mahindra,consumer,3,3,0
12066,9.39823,upi,1,unknown,unknown,unknown,unknown,21,4,0
1518,7.325808,card,0,rupay,credit,axis,consumer,1,4,0
5050,8.527342,pay_later,0,unknown,unknown,unknown,unknown,23,5,0
37408,10.529667,card,0,visa,prepaid,icici,consumer,22,6,1
7695,8.948456,netbanking,0,unknown,unknown,unknown,unknown,3,3,0
1215,7.103322,upi,0,unknown,unknown,unknown,unknown,13,5,0
362,5.894403,upi,0,unknown,unknown,unknown,unknown,23,2,0
4447,8.40021,upi,0,unknown,unknown,unknown,unknown,18,6,0
944,6.851185,card,0,rupay,debit,indusind,consumer,12,3,0
3028,8.015988,upi,0,unknown,unknown,unknown,unknown,16,2,0
3184,8.066208,pay_later,0,unknown,unknown,unknown,unknown,7,6,0
1285,7.159292,card,0,rupay,debit,icici,consumer,7,5,0
12582,9.440102,card,0,rupay,credit,indusind,consumer,3,6,0
8088,8.99826,card,0,rupay,credit,axis,business,23,5,0
2174,7.684784,upi,0,unknown,unknown,unknown,unknown,3,5,0
1562,7.354362,upi,0,unknown,unknown,unknown,unknown,21,0,0
761,6.635947,card,0,rupay,debit,rbl,consumer,21,5,0
4476,8.406708,card,0,mastercard,credit,sbi,consumer,9,1,0
8436,9.040382,card,0,rupay,debit,yes_bank,consumer,0,6,0
2487,7.819234,upi,0,unknown,unknown,unknown,unknown,7,3,0
8298,9.02389,card,0,mastercard,debit,icici,consumer,9,4,0
2321,7.750184,card,0,rupay,debit,hdfc,consumer,18,3,0
18721,9.837455,card,0,mastercard,credit,icici,consumer,20,1,0
1405,7.248504,card,0,visa,debit,icici,consumer,20,0,0
5174,8.551595,card,0,mastercard,debit,yes_bank,consumer,11,2,0
5885,8.680332,upi,0,unknown,unknown,unknown,unknown,0,0,0
1316,7.183112,netbanking,0,unknown,unknown,unknown,unknown,9,5,0
12589,9.440658,upi,0,unknown,unknown,unknown,unknown,15,2,0
11623,9.360827,upi,0,unknown,unknown,unknown,unknown,15,4,0
1512,7.32185,upi,0,unknown,unknown,unknown,unknown,3,5,0
3689,8.213382,card,0,mastercard,credit,rbl,consumer,23,0,0
4894,8.49597,wallet,0,unknown,unknown,unknown,unknown,13,3,0
4284,8.362876,upi,0,unknown,unknown,unknown,unknown,23,3,0
2318,7.748891,upi,0,unknown,unknown,unknown,unknown,0,3,0
4724,8.460623,card,0,visa,debit,indusind,consumer,8,1,0
10174,9.227689,upi,0,unknown,unknown,unknown,unknown,12,1,0
9551,9.164506,netbanking,0,unknown,unknown,unknown,unknown,15,0,0
3483,8.155936,card,0,visa,debit,axis,consumer,3,5,0
5081,8.53346,card,0,mastercard,debit,kotak_mahindra,consumer,4,1,0
9339,9.142062,netbanking,0,unknown,unknown,unknown,unknown,12,2,1
3366,8.121777,pay_later,0,unknown,unknown,unknown,unknown,18,1,0
801,6.687109,upi,0,unknown,unknown,unknown,unknown,11,5,0
1695,7.436028,upi,0,unknown,unknown,unknown,unknown,1,3,0
1973,7.587817,upi,0,unknown,unknown,unknown,unknown,19,2,0
1316,7.183112,upi,0,unknown,unknown,unknown,unknown,10,5,0
2434,7.797702,card,0,rupay,credit,kotak_mahindra,consumer,22,0,0
10287,9.238733,wallet,0,unknown,unknown,unknown,unknown,13,4,0
3079,8.032685,upi,0,unknown,unknown,unknown,unknown,14,5,0
843,6.738152,upi,0,unknown,unknown,unknown,unknown,12,6,0
786,6.668228,upi,0,unknown,unknown,unknown,unknown,17,2,0
5686,8.645938,pay_later,0,unknown,unknown,unknown,unknown,6,3,1
26035,10.167235,pay_later,0,unknown,unknown,unknown,unknown,20,6,0
6761,8.819074,card,0,rupay,debit,hdfc,consumer,20,6,0
7775,8.958797,card,0,rupay,debit,rbl,consumer,14,3,0
2438,7.799343,card,1,rupay,debit,kotak_mahindra,consumer,22,5,0
1539,7.339538,upi,0,unknown,unknown,unknown,unknown,21,0,0
2081,7.641084,card,0,visa,credit,kotak_mahindra,consumer,21,6,0
7752,8.955835,upi,0,unknown,unknown,unknown,unknown,19,2,0
3797,8.24223,pay_later,0,unknown,unknown,unknown,unknown,22,0,1
1392,7.239215,card,0,mastercard,debit,hdfc,consumer,18,6,0
7388,8.907748,card,0,visa,debit,sbi,consumer,3,6,0
1489,7.306531,netbanking,0,unknown,unknown,unknown,unknown,20,6,0
1225,7.111512,card,0,visa,debit,indusind,consumer,16,5,0
4004,8.295299,emi,0,unknown,unknown,unknown,unknown,3,2,0
2663,7.887584,upi,0,unknown,unknown,unknown,unknown,14,1,0
1372,7.224753,upi,0,unknown,unknown,unknown,unknown,1,6,0
10050,9.215427,upi,0,unknown,unknown,unknown,unknown,2,0,0
1192,7.084226,netbanking,0,unknown,unknown,unknown,unknown,13,4,0
16278,9.697631,upi,0,unknown,unknown,unknown,unknown,18,3,0
2371,7.771489,card,0,visa,credit,icici,consumer,10,1,0
7940,8.979794,wallet,0,unknown,unknown,unknown,unknown,13,0,0
1987,7.594884,upi,0,unknown,unknown,unknown,unknown,8,6,0
692,6.54103,upi,0,unknown,unknown,unknown,unknown,11,1,0
1314,7.181592,card,0,mastercard,credit,sbi,consumer,6,4,0
2170,7.682943,card,0,visa,credit,rbl,consumer,20,5,0
6738,8.815667,upi,0,unknown,unknown,unknown,unknown,15,5,0
1589,7.371489,upi,0,unknown,unknown,unknown,unknown,7,0,0
5590,8.628913,upi,0,unknown,unknown,unknown,unknown,22,4,0
2878,7.965198,card,0,rupay,credit,kotak_mahindra,consumer,2,5,0
2942,7.987185,upi,0,unknown,unknown,unknown,unknown,21,6,0
17054,9.744199,pay_later,0,unknown,unknown,unknown,unknown,5,0,0
594,6.388561,card,0,mastercard,credit,icici,consumer,20,2,0
16271,9.697201,upi,0,unknown,unknown,unknown,unknown,7,4,0
